1591410013,1,4,10,49,4.82,1623595310693
1591441170,0,9,12,16,1.92,1623596919492
1591903179,0,3,9,12,1.5,1623769124952
1591906136,0,1,6,11,1.71,1623773319413
1594162039,0,5,13,17,1.57,1624551538752
1594143044,0,4,9,22,2.6,1624553248783
1594163365,1,3,12,39,3.23,1624554781669
1594163912,0,3,11,9,1.0,1624556485872
1594134409,0,15,9,17,3.2,1624557599053
1594252461,0,5,7,7,1.5,1624617187663
1594959118,0,13,24,31,1.76,1624894055048
1594940881,0,5,11,29,2.83,1624896144353
1594951325,0,6,11,12,1.5,1624897648169
1595011625,1,2,8,43,5.0,1624898987810
1594992290,0,12,14,15,1.8,1624900100080
1595344115,1,4,9,26,3.0,1625067099852
1595354778,1,10,9,17,2.7,1625068248597
1595345579,0,14,16,33,2.76,1625069509812
1595434253,1,5,6,34,5.57,1625113527034
1595405685,0,6,8,26,3.56,1625114783553
1595714069,1,11,8,28,4.33,1625145425323
1595728189,1,16,14,55,4.73,1625149431662
1595700892,1,7,5,31,6.33,1625151418601
1595731903,0,5,10,21,2.36,1625152498630
1595742863,0,4,10,22,2.36,1625153972104
1595743664,0,1,9,28,2.9,1625155303081
1595744340,0,21,21,33,2.45,1625156594620
1595745230,0,10,19,58,3.4,1625158660278
1596013903,0,10,14,23,2.2,1625287903792
1596156942,1,6,3,11,4.25,1625330323774
1596157464,0,5,10,46,4.64,1625331254482
1596139118,1,9,8,18,3.0,1625332611182
1596196795,1,3,6,38,5.86,1625369598714
1596216243,0,6,12,28,2.62,1625370697712
1596206892,1,18,17,24,2.33,1625372032053
1596217702,0,4,11,16,1.67,1625373970128
1596228387,1,15,4,16,6.2,1625375259338
1596209051,1,2,5,33,5.83,1625376343033
1596339291,1,0,6,34,4.86,1625411836617
1596378774,1,18,8,29,5.22,1625413033925
1596379603,0,14,14,8,1.47,1625414309837
1596351223,0,14,11,14,2.33,1625415840781
1596391808,0,8,9,31,3.9,1625417233674
1596382926,0,13,12,19,2.46,1625418833336
1596418997,0,10,11,21,2.58,1625459487022
1596390839,1,21,10,34,5.0,1625460998266
1596563864,1,2,4,40,8.4,1625497470212
1596585407,0,11,8,29,4.44,1625542153037
1596604846,1,19,8,20,4.33,1625543564558
1596586273,1,18,9,31,4.9,1625544862255
1596720315,0,5,9,26,3.1,1625583769983
1596741775,1,15,12,30,3.46,1625584937096
1596889101,0,9,8,13,2.44,1625671816107
1596889788,0,2,5,23,4.17,1625672942834
1596890383,0,10,11,15,2.08,1625674003850
1597517081,1,7,9,16,2.3,1625845749854
1597488589,0,6,12,51,4.38,1625847214440
1597509368,0,11,13,23,2.43,1625849143111
1597500287,0,13,9,17,3.0,1625850680488
1597643743,1,6,6,13,2.71,1625913396673
1597674063,1,8,15,39,2.94,1625914448642
1597719379,1,13,8,23,4.0,1625930816250
1597690954,1,1,6,53,7.71,1625932021952
1597721366,0,6,11,27,2.75,1625933246785
1597762372,0,7,10,11,1.64,1625934784244
1598015197,0,16,13,28,3.14,1626061447572
1597997408,1,9,6,13,3.14,1626066581171
1598105890,0,10,11,21,2.58,1626096641368
1598132854,1,8,6,28,5.14,1626103598810
1598153268,1,9,9,31,4.0,1626105004885
1598134450,1,13,8,21,3.78,1626106237241
1598306031,0,5,14,20,1.67,1626184986663
1598291027,1,7,5,17,4.0,1626190160221
1598331706,1,6,6,14,2.86,1626191150551
1598342225,1,11,12,27,2.92,1626192054000
