1598362784,0,7,12,48,4.23,1626193853279
1598353374,0,11,12,41,4.0,1626195350104
1598344503,1,15,8,23,4.22,1626197276683
1598344859,1,11,7,19,3.75,1626198428831
1598359417,1,8,4,19,5.4,1626228411796
1598359708,0,10,10,15,2.27,1626229473629
1600631101,0,0,10,17,1.55,1627048240929
1600691997,1,22,12,19,3.15,1627049208541
1600693753,1,6,4,12,3.6,1627050913094
1600694693,1,8,10,44,4.73,1627051874269
1602511175,1,13,8,13,2.89,1627748157500
1602745016,0,7,8,7,1.56,1627834927888
1602716245,1,11,12,12,1.77,1627835948072
1602721440,1,7,6,21,4.0,1627867236481
1602875808,1,9,4,24,6.6,1627913615212
1602876814,1,1,9,32,3.3,1627914723695
1602887869,0,17,13,35,3.71,1627916581756
1602880035,0,8,11,21,2.42,1627918872606
1602950082,0,14,14,24,2.53,1627967234262
1602960582,1,8,9,19,2.7,1627968683483
1602961315,0,7,12,19,2.0,1627970262236
1602982313,1,16,11,25,3.42,1627971443090
1603093445,1,10,14,36,3.07,1628003094432
1603122760,1,12,9,27,3.9,1628041183087
1603151895,0,5,10,10,1.36,1628042850997
1603123408,0,16,19,32,2.4,1628043921710
1603150944,1,5,8,17,2.44,1628063854098
1603181779,1,4,10,13,1.55,1628065026321
1603201963,1,11,12,20,2.38,1628066340519
1603247773,1,17,12,25,3.23,1628087512436
1603669129,0,5,16,25,1.76,1628262079293
1603699425,1,6,11,14,1.67,1628263694928
1603671378,1,6,11,20,2.17,1628264966040
1603782156,0,7,11,37,3.67,1628266221076
1603792953,0,11,8,18,3.22,1628267641550
1603793502,1,7,3,19,6.5,1628268812506
1603820743,0,12,9,21,3.3,1628309545826
1603881686,0,13,17,38,2.83,1628311824739
1603863440,1,15,12,35,3.85,1628313602868
1604040184,0,15,8,20,3.89,1628391905906
1604030758,0,16,13,23,2.79,1628393312255
1604177070,1,9,4,15,4.8,1628432038766
1604206618,1,3,8,30,3.67,1628432845468
1604207665,0,10,13,30,2.86,1628434085822
1604180030,0,6,11,12,1.5,1628435614142
1604190597,1,8,3,19,6.75,1628436614209
1604371888,1,10,6,20,4.29,1628519761357
1604391870,0,9,14,13,1.47,1628520885511
1604402565,0,10,14,13,1.53,1628522286176
1604393710,1,11,11,40,4.25,1628523608402
1604413348,1,21,9,33,5.4,1628525190588
1604563511,1,12,14,18,2.0,1628607300628
1604555507,1,10,12,30,3.08,1628608867930
1604537463,1,1,0,0,1.0,1628610460293
1604565842,0,4,21,34,1.73,1628610859638
1604538543,1,14,11,28,3.5,1628612823520
1604548224,0,13,18,27,2.11,1628614142121
1605076967,0,2,12,24,2.0,1628783505458
1605067670,1,7,9,23,3.0,1628785105595
1605078203,0,7,14,46,3.53,1628786290440
1605068756,0,10,13,8,1.29,1628788160575
1605079086,0,7,7,11,2.25,1628789118449
1605059532,0,15,11,14,2.42,1628790318108
1605713544,1,7,13,16,1.64,1629091177813
1605819524,1,3,8,17,2.22,1629130328747
1605839658,1,7,5,6,2.17,1629131642070
1606172604,1,21,11,28,4.08,1629294419890
1606184194,1,8,15,29,2.31,1629296467009
1606195623,0,12,13,11,1.64,1629298315470
1606186740,1,14,19,23,1.85,1629299378687
1606197786,0,11,9,10,2.1,1629301349873
1606198675,0,14,14,13,1.8,1629302949986
1606189669,0,1,1,1,1.0,1629304549408
1606199717,0,10,15,24,2.12,1629305328109
1608322628,0,4,5,5,1.5,1630164825564
1609231548,1,15,11,37,4.33,1630675135293
1609252781,1,5,13,26,2.21,1630676591553
1609244791,1,27,13,17,3.14,1630678545542
1609246227,1,24,9,29,5.3,1630680085459
1609266902,0,7,14,24,2.07,1630681492325
1609614752,0,7,16,21,1.65,1630768238488
1609615972,1,5,13,31,2.57,1630769828080
1609969770,1,9,10,36,4.09,1630935388530
1611238006,0,4,14,15,1.27,1631459563046
1611278002,1,28,17,10,2.11,1631507782216
1611288610,1,6,8,29,3.89,1631509391502
1611289127,0,5,13,16,1.5,1631510679052
1611289700,0,4,7,15,2.38,1631512169615
1611412676,0,12,16,23,2.06,1631548796658
1611419834,0,8,8,24,3.56,1631592532201
1612857283,0,4,8,10,1.56,1632239584151
1612857769,0,0,12,14,1.08,1632240785520
1612887452,1,7,11,28,2.92,1632242060550
1612878030,0,7,18,26,1.74,1632243579144
1613014526,0,10,25,29,1.5,1632323650685
1613005925,0,6,13,31,2.64,1632326310455
1613054448,1,12,20,28,1.9,1632377169222
1613055056,0,6,10,36,3.82,1632378844365
1613075236,0,4,10,11,1.36,1632380495496
1613075647,0,6,12,21,2.08,1632381509792
1613151026,0,22,20,26,2.29,1632408727466
1613172840,1,9,9,25,3.4,1632410679569
1613154794,1,8,17,40,2.67,1632414240273
1613462326,0,8,13,22,2.14,1632496347168
1613473168,1,10,12,55,5.0,1632497527555
1613444743,1,6,7,24,3.75,1632499653443
1613445318,1,8,8,23,3.44,1632500811587
1613475583,1,5,5,5,1.67,1632501975897
1613446156,0,4,11,25,2.42,1632502751820
1613446720,1,6,8,23,3.22,1632504420178
1613612199,0,11,10,25,3.27,1632560168336
1613622772,1,13,13,21,2.43,1632561476929
1613701220,0,9,12,14,1.77,1632591183833
