PartitionDay,RecvTime,ExchTime,OrderId,ExecutionId,ContractId,Price,Volume,OrderDirection,PnL,Fee
20211210,637747268496285337,637747268490000000,3415139790000070,9587486,11600039,12.33,600,Buy,-3.525,4.73
20211210,637747268497912423,637747268490000000,3415142370000028,9589541,11600438,47.76,100,Buy,-0.3596,3.06
20211210,637747268499799161,637747268490000000,3415122070000038,9589817,11600973,6.05,100,Buy,-4.3054,0.39
20211210,637747268503279559,637747268490000000,3415115840000054,9591765,11600346,21.83,300,Sell,-2.6968,4.19
20211210,637747268533612737,637747268530000000,3415126130000098,101000013172546,21000400,25.77,300,Buy,-17.6425,4.79
20211210,637747268538427096,637747268530000000,3415139430000058,104000012861873,21002675,15.37,300,Sell,-3.0765,2.86
20211210,637747268578446413,637747268570000000,3415115610000046,9625852,11600704,6.05,1200,Sell,5.997,4.65
20211210,637747268579845354,637747268570000000,3415119250000110,9626959,11603786,77.82,100,Buy,-21.9703,4.98
20211210,637747268607217748,637747268600000000,3415114350000064,9637813,11605336,34.5,100,Sell,-3.7283,2.21
20211210,637747268615779049,637747268610000000,3318116520000038,9640829,11601156,21.38,1200,Buy,-36.0,16.42
20211210,637747268628061728,637747268620000000,3415128150000050,9646394,11600131,18.06,200,Sell,4.1271,2.31
20211210,637747268642212477,637747268630000000,3415120470000046,9652174,11601872,4.54,100,Buy,-1.0305,0.29
20211210,637747268668779421,637747268660000000,3318122330000060,9662858,11600893,61.58,200,Buy,0.0,7.88
20211210,637747268679639973,637747268670000000,3318119520000076,9667426,11601878,13.31,200,Sell,10.0,1.7
20211210,637747268679712051,637747268670000000,3415138880000050,9667427,11601878,13.31,100,Sell,4.75,0.85
20211210,637747268683362654,637747268670000000,3415114800000038,9668360,11601668,4.89,900,Sell,4.5,2.82
20211210,637747268684479147,637747268680000000,3415114800000038,9669146,11601668,4.89,600,Sell,3.0,1.88
20211210,637747268740913523,637747268740000000,3415137580000062,102000013509593,21002662,4.0,1800,Buy,-9.5793,4.46
20211210,637747268763345807,637747268750000000,3415114620000060,9699567,11603613,112.06,100,Sell,0.1375,7.17
20211210,637747268770845735,637747268770000000,3318114610000082,102000013525181,21002354,3.88,2900,Sell,116.0,6.98
20211210,637747268777604648,637747268770000000,3415141870000058,9705371,11600308,6.23,1100,Buy,5.4582,4.39
20211210,637747268778756939,637747268770000000,3415115690000088,9706302,11600577,8.09,800,Sell,4.6257,4.14
20211210,637747268782299057,637747268780000000,3415140000000070,104000012984867,21002361,5.5,1300,Sell,-6.0,4.43
20211210,637747268784853059,637747268780000000,3415127940000058,101000013304588,21002067,4.0,1800,Buy,15.0878,4.46
20211210,637747268786712719,637747268780000000,3415128020000066,104000012986453,21000403,29.16,300,Buy,20.5017,5.42
20211210,637747268808200135,637747268800000000,3415117830000088,9717526,11601567,14.88,700,Sell,-29.75,6.67
20211210,637747268819476328,637747268810000000,3415117340000026,101000013322467,21002615,5.65,100,Sell,0.25,0.35
20211210,637747268819746145,637747268810000000,3415115990000054,9722352,11600108,3.43,100,Sell,2.0,0.22
20211210,637747268822779298,637747268810000000,3415117830000088,9723888,11601567,14.88,300,Sell,-12.75,2.86
20211210,637747268823312759,637747268810000000,3318116190000022,9723440,11600375,10.7,300,Sell,-9.0,2.05
20211210,637747268827023512,637747268820000000,3415115460000072,9725573,11600862,34.71,300,Sell,33.75,6.66
20211210,637747268827213238,637747268820000000,3318122330000068,9725312,11600893,61.45,200,Sell,-26.0,7.87
20211210,637747268827213285,637747268820000000,3415115460000072,9725321,11600862,34.71,100,Sell,11.25,2.22
20211210,637747268834479943,637747268830000000,3415137790000102,9728303,11600491,6.6,1100,Buy,15.3973,4.65
20211210,637747268850446842,637747268840000000,3415140210000018,9733674,11600076,3.69,100,Buy,0.1829,0.24
20211210,637747268859921788,637747268850000000,3415118410000036,103000013430771,21002315,15.85,100,Sell,3.1875,0.98
20211210,637747268863683670,637747268860000000,3318112750000018,102000013571108,21002354,3.88,200,Sell,8.0,0.48
20211210,637747268871074651,637747268870000000,3318112750000018,102000013574704,21002354,3.88,1000,Sell,40.0,2.41
20211210,637747268871812826,637747268860000000,3415126450000066,9741320,11600105,5.06,100,Buy,1.0813,0.32
20211210,637747268871821613,637747268870000000,3318112750000018,102000013575183,21002354,3.88,2300,Sell,92.0,5.53
20211210,637747268875847286,637747268870000000,3415117240000110,101000013351092,21002705,25.24,200,Sell,-3.9776,3.13
20211210,637747268876079160,637747268870000000,3415117240000110,101000013351094,21002705,25.24,100,Sell,-1.9888,1.56
20211210,637747268887179225,637747268880000000,3318113990000036,9747381,11603568,32.66,400,Buy,-32.0,8.36
20211210,637747268895160129,637747268890000000,3415136130000072,103000013449383,21002935,35.0,100,Buy,-25.9184,2.17
20211210,637747268895169584,637747268890000000,3415136130000072,103000013449381,21002935,35.0,300,Buy,-77.7551,6.51
20211210,637747268896288644,637747268890000000,3415143460000102,101000013360783,21002939,13.78,100,Buy,-0.3219,0.85
20211210,637747268896446475,637747268890000000,3415143460000102,101000013360785,21002939,13.78,500,Buy,-1.6094,4.27
20211210,637747268897152453,637747268890000000,3415118290000090,9750768,11601702,13.17,600,Sell,-6.3095,5.06
20211210,637747268901346772,637747268890000000,3318113990000042,9752036,11603568,32.7,400,Buy,0.0,8.37
20211210,637747268924536093,637747268920000000,3415120080000030,9761738,11603076,36.5,100,Sell,-18.75,2.34
20211210,637747268944089656,637747268940000000,3415133890000116,101000013383296,21000682,7.78,1000,Buy,-3.8871,4.82
20211210,637747268958646282,637747268950000000,3415141390000046,9775922,11600739,19.21,400,Buy,6.0,4.92
20211210,637747269032825536,637747269020000000,3415134240000104,9808647,11603917,23.19,300,Sell,13.2759,4.45
20211210,637747269075112619,637747269070000000,3318114610000084,102000013696805,21002354,3.87,1400,Sell,0.0,3.36
20211210,637747269077696504,637747269070000000,3415139850000110,102000013698979,21002824,39.22,200,Sell,3.3974,4.86
20211210,637747269080812533,637747269080000000,3415117740000074,103000013565271,21002214,21.37,500,Sell,-15.1567,6.62
20211210,637747269094435278,637747269090000000,3318114610000086,102000013713737,21002354,3.87,1500,Sell,0.0,3.6
20211210,637747269094545573,637747269090000000,3318112750000020,102000013713740,21002354,3.87,3500,Sell,0.0,8.4
20211210,637747269094845471,637747269090000000,3415116250000066,102000013713937,21300772,46.36,200,Sell,-10.0,5.75
20211210,637747269095112676,637747269080000000,3415139920000068,9845097,11600461,8.12,600,Buy,5.2046,3.12
20211210,637747269102417206,637747269090000000,3415119950000082,9850342,11605005,23.48,300,Sell,-11.8364,4.51
20211210,637747269110916635,637747269110000000,3415118160000024,103000013589537,21000818,38.68,100,Sell,24.0,2.4
20211210,637747269124907232,637747269110000000,3318118920000032,9864440,11600779,139.53,200,Buy,0.0,17.86
20211210,637747269131449420,637747269130000000,3415128080000020,104000013189290,21002538,10.15,100,Sell,4.5,0.63
20211210,637747269132668237,637747269120000000,3415139070000046,9869252,11600477,3.91,800,Buy,-3.9974,2.0
20211210,637747269142831924,637747269140000000,3415126970000092,102000013755375,21000938,25.8,300,Sell,-9.5245,4.8
20211210,637747269142836014,637747269140000000,3415126970000092,102000013755377,21000938,25.8,200,Sell,-6.3497,3.2
20211210,637747269142846559,637747269140000000,3415126970000092,102000013755379,21000938,25.8,100,Sell,-3.1748,1.6
20211210,637747269143401069,637747269140000000,3318121790000022,103000013615852,21300737,15.38,200,Sell,-16.0,1.91
20211210,637747269147568521,637747269140000000,3415118900000022,9877779,11688311,72.63,200,Buy,46.5,9.3
