,时间,识别号,胜负退,阵线,数量
6547,93004970,635984,B,140000,100
6548,93004970,636145,B,140000,300
6549,93004970,636237,B,140000,200
6550,93004980,636278,B,140100,9600
6551,93004980,636300,S,142700,2400
6552,93004980,636348,B,140200,3000
6553,93004990,636439,S,139500,1000
6554,93004990,636473,B,140000,2000
6555,93004990,636526,B,139800,1400
6556,93004990,636582,B,140000,1500
6557,93004990,636592,B,140000,200
6558,93004990,636610,B,140000,400
6559,93004990,636619,B,142700,100
6560,93004990,636629,B,140000,100
6561,93004990,636676,B,134000,1000
6562,93005000,636771,B,142700,200
6563,93005000,636773,S,159900,3500
6564,93005000,636842,B,139100,800
6565,93005000,636850,B,140300,1200
6566,93005000,636908,B,140000,200
6567,93005000,636955,S,163200,1000
6568,93005000,636957,B,140000,100
6569,93005010,637045,B,130900,3400
6570,93005010,637046,B,142200,100
6571,93005010,637075,S,142800,1000
6572,93005010,637085,B,131000,500
6573,93005010,637118,B,140000,1600
6574,93005020,637172,S,142800,400
6575,93005020,637176,S,142800,1500
6576,93005020,637182,B,142000,1000
6577,93005020,637204,B,140000,100
6578,93005020,637206,S,139900,900
6579,93005020,637216,S,163200,2000
6580,93005020,637262,B,140000,500
6581,93005020,637286,S,139900,6000
6582,93005030,637306,B,140000,1000
6583,93005030,637321,B,140400,600
6584,93005030,637421,B,140000,7600
6585,93005040,637561,B,139800,200
6586,93005040,637572,B,140500,500
6587,93005040,637671,B,140800,700
6588,93005050,567904,C,140000,2500
6589,93005050,637772,S,139900,2700
6590,93005050,637793,B,142000,2800
6591,93005050,637805,B,135000,500
6592,93005050,637842,S,139800,2000
6593,93005050,637854,B,139900,500
6594,93005050,637898,B,140000,100
6595,93005050,637914,B,130100,5000
6596,93005050,637945,B,135000,2000
6597,93005050,637946,B,140400,900
6598,93005050,637968,B,139500,100
6599,93005050,638001,S,139900,3000
6600,93005060,638040,B,140000,1300
6601,93005060,638128,B,141000,100
6602,93005060,638136,B,140000,1100
6603,93005060,638148,B,140200,200
6604,93005060,638168,S,151900,1500
6605,93005060,638210,S,142700,100
6606,93005060,638214,B,141000,1000
6607,93005060,638327,B,140000,300
6608,93005070,638375,B,138400,400
6609,93005070,638474,B,140000,200
6610,93005070,638478,B,140000,100
6611,93005070,638503,B,138700,600
6612,93005080,613429,C,140100,1400
6613,93005080,638588,B,140000,100
6614,93005080,638602,B,141500,100
6615,93005080,638627,S,139900,300
6616,93005080,638650,B,142000,700
6617,93005080,638709,B,142800,2400
6618,93005080,638711,B,142800,2400
6619,93005080,638765,B,140800,800
6620,93005080,638817,S,139800,10000
6621,93005080,638902,B,131000,100
6622,93005080,638903,S,148900,600
6623,93005080,638908,B,136100,300
6624,93005080,638933,S,148900,3700
6625,93005080,638935,B,136000,500
6626,93005080,638982,B,140500,500
6627,93005080,638987,B,140900,3800
6628,93005080,638990,B,140000,600
6629,93005090,566788,C,130100,700
6630,93005090,639073,S,154000,2000
6631,93005090,639098,S,142000,6000
6632,93005090,639165,B,140000,500
6633,93005090,639236,B,136400,300
6634,93005090,639241,S,149800,1100
6635,93005100,203667,C,150000,3000
6636,93005100,639290,B,139600,400
6637,93005100,639311,B,140000,1500
6638,93005100,639322,B,140000,2000
6639,93005100,639495,B,138000,100
6640,93005110,639679,B,140200,100
6641,93005110,639697,B,140100,100
6642,93005120,639947,S,149000,1900
6643,93005120,640027,B,136000,500
6644,93005120,640039,B,138000,500
6645,93005120,640044,B,141100,300
6646,93005130,640142,S,138300,1700
6647,93005130,640185,S,142700,300
6648,93005130,640205,B,140100,3000
6649,93005140,568226,C,140000,5000
6650,93005140,640265,B,141900,1800
6651,93005140,640289,B,141500,200
6652,93005140,640420,B,140100,1300
6653,93005150,640577,B,142000,200
6654,93005150,640604,B,140000,400
6655,93005170,640727,B,140200,200
6656,93005170,640729,B,140000,1000
6657,93005170,640791,B,140000,100
6658,93005170,640843,S,147900,2500
6659,93005170,640920,B,137000,1400
6660,93005180,641026,B,138500,2800
6661,93005180,641048,B,140000,500
6662,93005190,625785,C,140800,1200
6663,93005190,641127,B,140000,100
6664,93005190,641158,B,141000,18400
6665,93005190,641167,S,139000,300
6666,93005200,641310,S,139800,500
6667,93005220,641580,B,141000,100
6668,93005230,285271,C,144000,1700
6669,93005230,641709,B,137200,1000
6670,93005230,641840,B,141900,1000
6671,93005230,641846,B,140100,3000
6672,93005230,641850,S,139900,400
6673,93005230,641854,B,140500,500
6674,93005230,641860,S,142600,400
6675,93005240,641936,B,160000,500
6676,93005240,641945,B,139800,100
6677,93005240,641956,B,140000,300
6678,93005240,641957,B,140000,200
6679,93005240,641986,S,163200,500
6680,93005250,642018,B,138000,1000
6681,93005250,642034,B,130100,500
6682,93005250,642038,B,138000,3400
6683,93005250,642122,S,140400,400
6684,93005270,642473,S,142700,200
6685,93005280,642693,B,138000,2700
6686,93005280,642696,B,125500,100
6687,93005290,642851,B,140000,100
6688,93005290,642858,B,135500,300
6689,93005300,642907,B,149900,3000
6690,93005300,642919,B,141000,200
6691,93005300,642980,B,144000,1200
6692,93005310,643121,B,139500,200
6693,93005320,643225,B,140000,100
6694,93005320,643259,S,145000,1000
6695,93005320,643268,B,163200,200
6696,93005340,643446,B,138100,1000
6697,93005340,643499,B,140000,800
6698,93005340,643505,B,140800,300
6699,93005340,643544,S,163200,500
6700,93005340,643577,B,128000,1000
6701,93005350,643657,B,148800,800
6702,93005350,643735,B,139900,1000
6703,93005350,643760,B,140100,100
6704,93005350,643808,S,163200,2000
6705,93005360,643888,B,140000,1000
6706,93005360,643912,B,140500,100
6707,93005360,643956,B,140000,200
6708,93005360,643961,B,138800,5900
6709,93005370,200037,C,146000,100
6710,93005370,203312,C,150000,21500
6711,93005370,644022,B,125000,4000
6712,93005370,644033,B,140400,400
6713,93005380,644205,B,142000,2500
6714,93005380,644261,B,140000,1000
6715,93005390,644459,B,141000,200
6716,93005390,644480,B,139100,200
6717,93005390,644482,S,139800,3900
6718,93005390,644489,B,140000,7900
6719,93005390,644496,B,140000,1000
6720,93005390,644502,B,144000,4900
6721,93005390,644524,B,140000,200
6722,93005390,644530,B,140000,2000
6723,93005390,644601,S,163100,7000
6724,93005390,644643,B,140000,100
6725,93005390,644653,B,140000,200
6726,93005390,644659,B,140000,700
6727,93005400,644760,B,139500,500
6728,93005400,644792,S,159900,1500
6729,93005400,644859,B,140400,1200
6730,93005410,645056,B,131000,100
6731,93005410,645083,B,140000,800
6732,93005410,645243,B,163200,300
6733,93005410,645274,B,140000,1000
6734,93005410,645304,S,139900,900
6735,93005420,645426,B,138900,600
6736,93005420,645427,B,139000,200
6737,93005420,645431,B,139500,1500
6738,93005420,645596,B,140800,300
6739,93005420,645608,B,140000,100
6740,93005420,645619,B,139900,2000
6741,93005420,645634,B,140000,200
6742,93005430,645811,B,142700,1100
6743,93005430,645851,B,138100,200
6744,93005430,645907,B,131000,200
6745,93005430,645966,B,140500,1800
6746,93005430,646014,B,140100,200
6747,93005430,646022,B,137000,100
6748,93005430,646034,B,140900,300
6749,93005430,646036,B,140000,400
6750,93005430,646198,B,142800,1000
6751,93005460,163264,C,150500,300
6752,93005460,646510,S,139900,1000
6753,93005460,646626,B,140100,500
6754,93005460,646667,B,143100,3200
6755,93005460,646670,B,138000,5200
6756,93005470,646743,S,145000,200
6757,93005470,646755,S,142700,600
6758,93005480,646859,B,140100,12400
6759,93005480,646925,B,140500,1000
6760,93005480,647036,B,140100,500
6761,93005480,647044,B,140000,5000
6762,93005490,647176,B,142800,800
6763,93005490,647182,B,140100,200
6764,93005500,647366,B,140000,300
6765,93005500,647369,S,139900,200
6766,93005510,647566,B,130200,1000
6767,93005520,647701,B,140200,300
6768,93005520,647704,B,140500,1400
6769,93005520,647710,B,139000,1800
6770,93005520,647719,B,144000,300
6771,93005520,647833,S,139900,400
6772,93005530,647850,B,140000,200
6773,93005530,647851,S,142700,700
6774,93005530,647942,B,140000,100
6775,93005530,648005,B,140000,1200
6776,93005530,648020,S,139900,25800
6777,93005530,648026,B,138600,200
6778,93005530,648056,B,125000,1400
6779,93005530,648061,B,140000,200
6780,93005530,648086,B,140000,4200
6781,93005530,648094,S,142500,1900
6782,93005540,648172,B,130000,200
6783,93005540,648214,B,140000,1000
6784,93005540,648226,B,140000,400
6785,93005550,648371,B,139900,1000
6786,93005560,648481,S,142700,300
6787,93005560,648487,S,142700,500
6788,93005560,648661,B,140400,1400
6789,93005570,648690,B,138100,1100
6790,93005570,648731,B,140000,3000
6791,93005570,648763,S,140200,500
6792,93005570,648781,B,140000,600
6793,93005570,648782,B,140000,1700
6794,93005570,648814,B,135800,500
6795,93005570,648837,B,140200,300
6796,93005570,648849,B,146000,600
6797,93005570,648866,B,140000,2000
6798,93005580,648908,B,140600,1000
6799,93005580,648911,B,142200,100
6800,93005580,649071,B,140000,1000
6801,93005580,649091,S,160000,100
6802,93005580,649116,B,145700,4200
6803,93005590,649139,B,140000,1000
6804,93005590,649141,S,10000,200
6805,93005590,649212,B,142300,400
6806,93005590,649216,B,140000,5800
6807,93005600,649350,B,145100,4200
6808,93005600,649423,B,141100,1000
6809,93005610,649491,B,143000,100
6810,93005610,649505,B,140000,200
6811,93005610,649532,S,139400,100
6812,93005610,649542,B,135600,300
6813,93005610,649550,B,139600,100
6814,93005610,649556,B,140800,200
6815,93005610,649578,B,163200,600
6816,93005610,649614,B,124500,1000
6817,93005610,649637,B,140000,1500
6818,93005610,649642,B,138800,200
6819,93005620,649655,S,142500,100
6820,93005620,649694,B,139000,1000
6821,93005630,649762,B,140000,1400
6822,93005640,649856,B,136200,100
6823,93005650,649985,B,129000,600
6824,93005650,650043,B,136100,200
6825,93005660,650124,B,142000,1000
6826,93005670,650205,B,140000,200
6827,93005670,650228,B,140900,100
6828,93005670,650238,B,140100,200
6829,93005670,650244,B,136000,1000
6830,93005670,650264,B,133000,1000
6831,93005680,650365,B,137000,10000
6832,93005680,650372,B,140000,6100
6833,93005680,650388,B,140000,200
6834,93005680,650394,B,141300,100
6835,93005690,650433,B,128000,1000
6836,93005690,650516,B,137000,73700
6837,93005690,650584,B,140100,100
6838,93005700,650597,B,140100,3600
6839,93005700,650608,B,141000,300
6840,93005700,650629,B,140200,5000
6841,93005700,650726,B,140000,500
6842,93005710,650764,B,140300,100
6843,93005720,628893,C,140000,1100
6844,93005720,650874,B,133900,600
6845,93005720,650892,B,136300,5000
6846,93005720,650945,B,139900,100
6847,93005720,650982,B,140000,900
6848,93005720,651059,B,137300,400
6849,93005730,651078,B,126000,1000
6850,93005730,651106,B,143000,1600
6851,93005730,651132,B,138300,1000
6852,93005730,651154,B,140000,200
6853,93005730,651173,B,140000,100
6854,93005730,651186,B,140100,200
6855,93005730,651228,B,136000,2000
6856,93005750,651439,B,0,100
6857,93005750,651441,B,140000,1000
6858,93005770,651602,B,143300,3000
6859,93005770,651624,B,124000,100
6860,93005770,651668,B,140500,200
6861,93005770,651689,B,140000,5600
6862,93005770,651798,B,140000,300
6863,93005780,651898,B,138000,200
6864,93005780,651913,B,141000,1700
6865,93005780,651920,B,140000,300
6866,93005780,651977,S,142700,200
6867,93005790,652002,B,141000,1300
6868,93005790,652043,B,145000,200
6869,93005790,652081,B,140000,100
6870,93005790,652159,B,142100,1000
6871,93005790,652178,B,145000,200
6872,93005790,652198,S,142400,400
6873,93005790,652200,S,142400,600
6874,93005790,652202,S,142400,400
6875,93005790,652204,S,142400,400
6876,93005800,652276,S,139800,800
6877,93005800,652315,B,140000,200
6878,93005800,652385,B,135100,100
6879,93005810,652568,B,140000,500
6880,93005810,652575,B,131800,200
6881,93005820,132712,C,136000,200
6882,93005820,652609,B,139000,1000
6883,93005820,652624,B,140200,1300
6884,93005820,652637,B,140000,500
6885,93005820,652651,B,140000,200
6886,93005820,652716,B,140900,3100
6887,93005820,652745,S,142200,200
6888,93005820,652779,B,140000,100
6889,93005830,652853,S,151300,5000
6890,93005830,652911,S,139500,100
6891,93005840,653067,B,130000,800
6892,93005850,653135,B,140000,1000
6893,93005850,653140,B,140000,400
6894,93005850,653160,B,137800,300
6895,93005850,653191,B,140200,1000
6896,93005860,653304,S,149800,2000
6897,93005860,653356,B,140000,1600
6898,93005860,653357,B,140000,200
6899,93005860,653396,S,142000,300
6900,93005870,653589,B,140000,100
6901,93005870,653600,B,142100,2200
6902,93005870,653610,B,140000,200
6903,93005880,653717,B,141500,100
6904,93005880,653718,B,139200,1100
6905,93005890,653727,B,140000,500
6906,93005890,653899,B,140000,1000
6907,93005890,653940,B,140000,500
6908,93005900,654019,B,140000,300
6909,93005900,654035,S,142600,400
6910,93005900,654113,B,140000,2000
6911,93005900,654167,B,140500,400
6912,93005900,654186,B,132000,700
6913,93005900,654201,B,142700,200
6914,93005910,654239,B,141000,400
6915,93005910,654354,B,140100,200
6916,93005910,654372,B,139900,300
6917,93005910,654405,B,140200,600
6918,93005910,654438,B,141100,1300
6919,93005920,654496,B,137000,500
6920,93005920,654580,B,140100,3000
6921,93005920,654586,S,159800,200
6922,93005920,654667,B,140100,100
6923,93005920,654679,B,139300,2000
6924,93005920,654682,B,138600,600
6925,93005930,218636,C,150000,1400
6926,93005930,654685,B,138000,100
6927,93005930,654803,B,140000,1000
6928,93005940,654887,B,139100,1000
6929,93005940,654906,B,130000,1000
6930,93005940,654957,S,142600,400
6931,93005940,654960,B,140000,100
6932,93005950,655065,B,140800,600
6933,93005950,655293,S,137500,200
6934,93005950,655301,B,140000,3500
6935,93005950,655322,B,140000,400
6936,93005950,655334,B,140400,100
6937,93005950,655426,S,141000,500
6938,93005960,655525,B,140000,100
6939,93005960,655533,S,142700,800
6940,93005960,655651,B,136000,300
6941,93005960,655679,B,142000,1500
6942,93005970,655803,B,136100,2000
6943,93005970,655859,B,138100,100
6944,93005980,656010,B,140000,500
6945,93005980,656025,B,140200,3600
6946,93005980,656062,B,139900,100
6947,93005980,656075,B,140200,500
6948,93005990,656137,B,140200,300
6949,93005990,656167,B,142000,300
6950,93005990,656168,B,138500,700
6951,93005990,656169,B,131500,200
6952,93005990,656170,S,140000,600
6953,93005990,656176,B,163200,4000
6954,93005990,656203,B,138100,200
6955,93005990,656215,B,138900,800
6956,93005990,656216,B,142600,100
6957,93006000,656218,B,140000,300
6958,93006000,656233,B,141000,2000
6959,93006000,656346,S,140600,300
6960,93006000,656383,B,140000,2000
6961,93006000,656435,S,142600,400
6962,93006010,656486,S,139900,500
6963,93006010,656488,B,142700,6500
6964,93006010,656491,B,142700,300
6965,93006010,656611,B,135100,2100
6966,93006020,656638,B,145700,9000
6967,93006020,656697,B,142000,3600
6968,93006030,656808,B,136800,200
6969,93006030,656870,B,142000,100
6970,93006030,656895,B,140800,100
6971,93006040,657011,B,140000,100
6972,93006040,657013,B,140000,300
6973,93006040,657035,B,140000,200
6974,93006040,657039,S,139800,900
6975,93006050,657108,B,141000,2000
6976,93006050,657150,S,163200,100
6977,93006050,657157,B,140100,2000
6978,93006050,657214,B,140700,100
6979,93006050,657217,B,140000,3000
6980,93006050,657243,B,141300,600
6981,93006060,657307,B,140000,2000
6982,93006060,657315,S,139900,500
6983,93006060,657367,B,136200,2000
6984,93006060,657474,S,142700,500
6985,93006070,657509,B,133000,2000
6986,93006070,657523,B,140900,200
6987,93006070,657675,B,139900,200
6988,93006070,657724,B,140100,900
6989,93006080,657938,B,142900,1000
6990,93006090,657985,S,162900,1000
6991,93006110,658163,B,126000,100
6992,93006120,658248,B,140200,800
6993,93006130,658352,B,140000,300
6994,93006130,658360,B,138000,16800
6995,93006130,658392,S,163200,4800
6996,93006130,658393,B,140000,200
6997,93006130,658490,B,140800,400
6998,93006140,658600,B,140000,100
6999,93006140,658613,S,142700,1900
7000,93006160,658758,B,138500,1700
7001,93006170,658805,B,133900,700
7002,93006170,658825,B,140200,1000
7003,93006180,658899,B,140300,10000
7004,93006180,658936,B,140400,100
7005,93006180,658958,B,163200,100
7006,93006190,659113,B,140000,700
7007,93006190,659116,B,140000,400
7008,93006210,659318,B,163200,3000
7009,93006210,659453,S,142700,700
7010,93006220,659523,S,138600,200
7011,93006220,659579,S,142700,4400
7012,93006220,659588,B,142700,1100
7013,93006230,659766,B,130000,300
7014,93006230,659783,S,139800,4000
7015,93006230,659793,B,139900,100
7016,93006230,659795,B,140000,100
7017,93006250,659984,B,140000,700
7018,93006250,660140,B,0,200
7019,93006270,660424,S,139700,2300
7020,93006280,660449,B,140500,700
7021,93006280,660480,B,139000,1000
7022,93006280,660553,S,142800,18900
7023,93006280,660554,S,142800,20000
7024,93006290,660615,S,142800,23500
7025,93006290,660675,B,126500,300
7026,93006300,660737,S,142600,600
7027,93006300,660740,S,140000,2000
7028,93006340,661238,B,139800,500
7029,93006340,661258,B,140000,500
7030,93006340,661303,B,140000,300
7031,93006350,661370,B,140500,600
7032,93006350,661388,B,140000,5000
7033,93006360,645608,C,140000,100
7034,93006360,661445,B,135000,1000
7035,93006360,661513,B,140300,1000
7036,93006360,661580,B,138000,11200
7037,93006370,661692,B,148000,500
7038,93006380,661805,S,150000,1700
7039,93006380,661850,B,136600,5000
7040,93006380,661894,B,140000,100
7041,93006390,661989,B,143000,800
7042,93006390,662091,B,140000,3000
7043,93006390,662122,B,140000,100
7044,93006390,662159,B,141000,400
7045,93006400,662274,B,142900,100
7046,93006400,662308,B,140100,100
7047,93006410,662555,B,130000,100
7048,93006410,662568,B,140000,200
7049,93006410,662612,B,142100,3000
7050,93006420,662805,B,140000,1000
7051,93006420,662903,B,140200,1000
7052,93006430,663186,B,140100,1000
7053,93006440,663192,B,140600,2000
7054,93006440,663208,S,139900,1800
7055,93006440,663245,S,146000,1200
7056,93006440,663261,B,120000,100
7057,93006440,663282,B,140100,3600
7058,93006440,663349,B,142700,800
7059,93006450,663377,S,149800,4000
7060,93006450,663444,B,140000,200
7061,93006450,663463,S,145000,500
7062,93006450,663476,B,140500,1000
7063,93006450,663481,B,141400,2200
7064,93006450,663486,B,136800,10900
7065,93006450,663487,B,133000,1000
7066,93006480,663846,B,161700,3600
7067,93006480,663882,B,140100,300
7068,93006480,663890,B,140800,1500
7069,93006500,664028,B,140400,100
7070,93006500,664065,S,142800,100
7071,93006510,664124,B,140800,300
7072,93006530,664382,B,143600,5800
7073,93006550,584749,C,140000,800
7074,93006550,664536,B,140900,500
7075,93006550,664538,S,139900,2900
7076,93006550,664554,S,138000,5000
7077,93006550,664557,B,140000,100
7078,93006550,664579,B,139900,3000
7079,93006550,664587,B,136300,300
7080,93006550,664704,B,140000,1400
7081,93006570,655859,C,138100,100
7082,93006570,664966,B,140500,300
7083,93006590,665257,B,140000,100
7084,93006590,665322,B,140400,200
7085,93006600,665424,S,142700,800
7086,93006610,665482,B,140200,100
7087,93006610,665483,B,140400,2600
7088,93006610,665487,B,140000,100
7089,93006610,665498,B,136100,1400
7090,93006620,665510,B,140900,1700
7091,93006620,665515,B,140000,200
7092,93006630,665644,B,143000,400
7093,93006680,667079,B,141800,200
7094,93006680,667084,B,140400,300
7095,93006680,667089,B,132000,500
7096,93006680,667097,B,137000,100
7097,93006680,667136,B,140200,1000
7098,93006680,667153,B,140000,800
7099,93006700,667576,B,140000,700
7100,93006710,667627,B,137800,1000
7101,93006710,667649,B,140200,1100
7102,93006710,667698,B,143300,5100
7103,93006710,667747,B,142800,1000
7104,93006720,667855,S,139900,1000
7105,93006720,667864,S,139000,5000
7106,93006720,667930,B,140900,400
7107,93006720,667969,B,110000,100
7108,93006750,668593,S,153800,100
7109,93006750,668673,B,140000,500
7110,93006750,668677,B,140100,1000
7111,93006760,668851,B,140000,1900
7112,93006760,668866,B,142800,600
7113,93006760,668885,B,142600,1800
7114,93006760,668945,B,148000,7200
7115,93006770,669135,B,142000,200
7116,93006780,669350,B,140300,500
7117,93006780,669408,B,142000,200
7118,93006790,669135,C,142000,200
7119,93006790,669586,S,149500,2900
7120,93006800,669662,S,139200,2700
7121,93006810,670126,B,142900,100
7122,93006820,670345,B,136000,200
7123,93006820,670351,B,142000,3000
7124,93006820,670494,B,140200,400
7125,93006820,670859,B,140300,400
7126,93006830,670956,B,141000,5700
7127,93006830,671184,B,133000,5000
7128,93006840,671345,B,140500,800
7129,93006840,671426,B,140000,300
7130,93006850,671481,B,140000,400
7131,93006850,671502,B,133200,4200
7132,93006850,671508,S,139900,400
7133,93006850,671532,B,140000,200
7134,93006850,671539,B,137100,1800
7135,93006850,671553,B,142900,700
7136,93006850,671684,S,148900,100
7137,93006860,671948,B,140000,1000
7138,93006860,671972,B,143000,400
7139,93006860,671977,B,130000,4200
7140,93006860,672016,B,133100,700
7141,93006860,672047,B,133000,1000
7142,93006860,672110,B,140000,100
7143,93006860,672119,B,163200,200
7144,93006860,672154,B,140800,600
7145,93006860,672184,S,142700,1600
7146,93006870,672590,B,130000,100
7147,93006890,672819,B,140100,200
7148,93006890,672945,B,145000,1700
7149,93006890,673223,B,140000,700
7150,93006900,673466,B,140000,300
7151,93006910,673540,B,140000,200
7152,93006910,673570,B,140000,800
7153,93006910,673599,B,142000,2300
7154,93006910,673649,S,139900,2900
7155,93006910,673728,B,142800,500
7156,93006920,674018,B,140000,1300
7157,93006920,674047,S,139900,1000
7158,93006950,674854,B,142800,800
7159,93006950,674859,S,163200,1000
7160,93006950,674862,B,140600,1000
7161,93006950,674876,B,139200,200
7162,93006950,674903,B,140000,1800
7163,93006960,675073,B,140200,200
7164,93006970,675490,B,140000,1000
7165,93006970,675507,B,138800,300
7166,93006970,675517,B,140400,300
7167,93006970,675522,B,163200,1300
7168,93006970,675524,B,142700,800
7169,93006980,675928,B,138800,600
7170,93006980,675986,B,140000,1000
7171,93006980,676099,S,137000,100
7172,93006990,676226,B,140000,200
7173,93006990,676241,B,140000,700
7174,93006990,676314,S,137000,300
7175,93007000,654679,C,139300,2000
7176,93007010,664065,C,142800,100
7177,93007020,675928,C,138800,600
7178,93007020,676923,S,139800,200
7179,93007020,677012,B,138000,1100
7180,93007020,677020,B,139100,100
7181,93007020,677112,B,140000,300
7182,93007030,677292,B,150000,1000
7183,93007040,677442,B,124700,700
7184,93007040,677480,B,143400,1300
7185,93007050,677702,S,139600,100
7186,93007060,209344,C,161700,5600
7187,93007070,678245,S,150000,100
7188,93007070,678260,B,140900,100
7189,93007070,678283,B,136600,1000
7190,93007070,678369,B,134100,100
7191,93007080,629085,C,134000,200
7192,93007080,679300,B,135000,500
7193,93007090,679377,S,139900,1200
7194,93007090,679544,B,140000,500
7195,93007100,679642,B,140000,100
7196,93007110,679801,B,140000,11600
7197,93007110,679874,B,140200,200
7198,93007120,680041,B,140000,200
7199,93007130,680386,B,140000,300
7200,93007130,680500,B,140000,100
7201,93007140,681088,B,140000,500
7202,93007150,681114,B,140000,300
7203,93007160,681302,B,140000,300
7204,93007160,681303,B,139600,300
7205,93007160,681305,S,142700,100
7206,93007160,681334,B,142800,300
7207,93007160,681339,B,138300,1000
7208,93007170,681464,S,143000,2500
7209,93007170,681474,B,140400,400
7210,93007170,681544,B,137800,100
7211,93007180,681935,B,137100,500
7212,93007190,682034,B,142800,100
7213,93007210,682386,B,141600,600
7214,93007210,682556,B,140800,200
7215,93007210,682598,S,143400,300
7216,93007210,682605,S,143400,200
7217,93007210,682606,B,123500,100
7218,93007220,682636,B,140000,400
7219,93007220,682640,B,141600,100
7220,93007230,683065,B,140900,400
7221,93007230,683098,S,141800,14000
7222,93007230,683306,B,139900,100
7223,93007240,683320,B,140000,1000
7224,93007240,683335,B,140100,1000
7225,93007240,683351,B,141100,100
7226,93007240,683525,B,140200,1000
7227,93007240,683573,B,140000,300
7228,93007240,683577,B,140000,100
7229,93007240,683615,S,143400,100
7230,93007250,682640,C,141600,100
7231,93007250,683631,B,142800,5600
7232,93007250,683699,B,140500,500
7233,93007260,683887,B,140500,700
7234,93007260,683951,B,150000,300
7235,93007270,159337,C,154800,800
7236,93007310,684711,B,141600,100
7237,93007310,684723,B,140000,100
7238,93007320,684711,C,141600,100
7239,93007330,685258,B,141600,100
7240,93007330,685264,B,136800,500
7241,93007340,685258,C,141600,100
7242,93007340,685329,B,140400,3100
7243,93007340,685349,B,142000,200
7244,93007350,682386,C,141600,600
7245,93007350,685467,B,136000,4000
7246,93007350,685533,B,139100,800
7247,93007360,685734,B,140900,200
7248,93007370,685792,B,141300,100
7249,93007370,685904,B,143000,3100
7250,93007370,685907,B,138700,3200
7251,93007380,686167,B,140000,2000
7252,93007400,686579,B,137000,2000
7253,93007400,686761,B,140000,500
7254,93007400,686899,B,163200,4500
7255,93007410,687117,B,139000,200
7256,93007410,687118,B,140000,700
7257,93007410,687125,B,140100,3000
7258,93007420,687390,B,140100,3400
7259,93007420,687687,B,136000,200
7260,93007420,687699,B,140000,700
7261,93007430,687854,B,141100,600
7262,93007440,685792,C,141300,100
7263,93007440,687994,B,140100,200
7264,93007440,688152,B,142200,400
7265,93007440,688161,B,140000,1400
7266,93007440,688199,B,140000,200
7267,93007460,688640,B,140400,800
7268,93007460,688678,B,140000,2900
7269,93007460,688797,B,140900,100
7270,93007460,688805,B,141200,100
7271,93007470,86450,C,119600,500
7272,93007470,688962,B,142700,1000
7273,93007470,688987,S,139500,500
7274,93007470,688988,B,142000,100
7275,93007480,689412,B,142600,200
7276,93007490,264615,C,145000,400
7277,93007490,689510,B,140000,400
7278,93007490,689667,B,140000,1300
7279,93007490,689755,B,140300,100
7280,93007500,687854,C,141100,600
7281,93007500,688805,C,141200,100
7282,93007500,689837,B,141500,100
7283,93007500,689887,B,140100,100
7284,93007500,689895,B,140200,100
7285,93007500,689901,B,142800,300
7286,93007500,689992,B,163200,400
7287,93007500,689994,B,163200,200
7288,93007500,689996,B,163200,500
7289,93007500,690000,B,163200,500
7290,93007500,690002,B,163200,500
7291,93007500,690004,B,163200,500
7292,93007500,690006,B,163200,500
7293,93007500,690008,B,163200,500
7294,93007510,690109,B,143600,7300
7295,93007510,690157,B,145800,5900
7296,93007510,690162,B,145800,400
7297,93007520,690313,B,140000,1100
7298,93007530,690524,B,140200,900
7299,93007540,690690,B,140800,900
7300,93007560,691022,B,143100,2100
7301,93007590,691621,B,140000,2200
7302,93007590,691792,B,147000,3500
7303,93007600,691847,B,163200,6100
7304,93007620,692340,S,146000,300
7305,93007630,692397,B,143000,4000
7306,93007630,692428,B,143200,600
7307,93007650,692857,B,136600,1000
7308,93007650,692879,B,141400,700
7309,93007650,692947,S,139900,100
7310,93007650,692969,S,143700,1000
7311,93007650,692995,B,144000,7000
7312,93007680,693322,B,143000,600
7313,93007690,693377,B,142900,100
7314,93007690,693418,B,140500,200
7315,93007710,693584,S,151800,100
7316,93007710,693587,S,148800,100
7317,93007720,693662,B,143000,23000
7318,93007720,693713,B,140000,100
7319,93007720,693732,B,136000,500
7320,93007720,693769,B,163200,200
7321,93007730,693828,B,145000,500
7322,93007730,693913,B,136200,1100
7323,93007740,694008,B,142800,200
7324,93007750,694122,B,140100,2000
7325,93007760,291822,C,137000,300
7326,93007760,629218,C,140100,1400
7327,93007810,694893,B,140000,1000
7328,93007830,695079,B,140500,600
7329,93007840,695193,B,141000,1000
7330,93007860,695454,S,141500,800
7331,93007880,695632,B,141700,12800
7332,93007890,695662,B,140100,400
7333,93007890,695696,S,153800,1000
7334,93007890,695728,S,139900,700
7335,93007900,695810,B,137600,500
7336,93007900,695831,B,140000,1000
7337,93007900,695907,B,141900,200
7338,93007910,695985,B,163200,100
7339,93007940,696178,B,142700,400
7340,93007940,696187,B,138700,500
7341,93007940,696200,B,142800,100
7342,93007950,696277,B,136100,2400
7343,93007990,696691,B,142800,200
7344,93007990,696793,B,140000,100
7345,93008010,696926,B,140000,500
7346,93008010,696946,B,132500,300
7347,93008010,696966,B,132600,500
7348,93008020,697060,B,142900,1500
7349,93008030,679642,C,140000,100
7350,93008030,697097,B,140000,3000
