,时间,识别号,胜负退,阵线,数量
2054,93000580,432765,B,140000,100
2055,93000580,432772,B,140000,2500
2056,93000580,432788,B,140400,2000
2057,93000580,432828,B,140400,4200
2058,93000580,432848,B,142400,200
2059,93000580,432905,B,140100,1000
2060,93000580,432942,B,137200,36400
2061,93000590,4010,C,136000,100
2062,93000590,432982,B,140000,500
2063,93000590,433005,S,158000,100
2064,93000590,433064,B,140300,100
2065,93000590,433088,B,140000,400
2066,93000590,433091,B,142100,7000
2067,93000590,433103,B,136500,1000
2068,93000590,433246,B,140100,900
2069,93000590,433250,B,140300,100
2070,93000590,433348,B,163200,1000
2071,93000590,433365,B,140000,1000
2072,93000590,433390,B,138200,1500
2073,93000590,433451,B,131500,200
2074,93000590,433453,B,140000,1000
2075,93000590,433476,B,138000,200
2076,93000590,433521,B,139600,5300
2077,93000590,433704,B,131000,1000
2078,93000590,433757,B,140100,100
2079,93000590,433758,S,152100,300
2080,93000590,433801,B,138000,100
2081,93000590,433878,B,139900,100
2082,93000590,433921,B,142000,2000
2083,93000590,433931,B,142000,2000
2084,93000590,433972,B,140800,100
2085,93000590,433981,B,140100,500
2086,93000590,434003,B,140000,600
2087,93000590,434011,B,141000,100
2088,93000590,434134,B,140000,100
2089,93000600,434148,B,140500,100
2090,93000600,434175,B,141000,100
2091,93000600,434207,B,140000,3500
2092,93000600,434212,B,137500,1000
2093,93000600,434233,B,139600,500
2094,93000600,434299,B,136000,200
2095,93000600,434315,S,139500,1600
2096,93000600,434362,B,140100,1000
2097,93000600,434363,B,140100,500
2098,93000600,434425,B,138600,4400
2099,93000600,434434,B,140000,100
2100,93000600,434455,B,140100,5900
2101,93000600,434488,B,140100,300
2102,93000600,434545,S,148300,200
2103,93000600,434580,S,146000,2000
2104,93000600,434598,S,139900,500
2105,93000600,434734,B,135600,100
2106,93000600,434746,B,136000,500
2107,93000600,434843,B,142600,500
2108,93000600,434874,B,140500,500
2109,93000600,434903,B,140300,600
2110,93000600,434917,B,140000,300
2111,93000600,434991,S,138000,3600
2112,93000600,435097,B,140000,100
2113,93000600,435124,B,141300,800
2114,93000600,435249,B,140400,4500
2115,93000600,435260,B,136000,200
2116,93000610,435289,B,140000,200
2117,93000610,435323,B,140000,1000
2118,93000610,435342,B,140000,1000
2119,93000610,435436,B,141900,100
2120,93000610,435449,B,140200,800
2121,93000610,435465,B,140100,600
2122,93000610,435571,B,138000,100
2123,93000610,435637,B,136000,100
2124,93000610,435682,B,140500,700
2125,93000610,435684,B,140200,800
2126,93000610,435717,B,137000,14200
2127,93000610,435725,B,137500,300
2128,93000610,435761,B,142800,400
2129,93000610,435904,B,134700,700
2130,93000610,435925,S,148800,12800
2131,93000610,435972,B,140000,1000
2132,93000610,436014,B,140000,100
2133,93000610,436031,B,150000,2200
2134,93000610,436050,B,136100,1500
2135,93000610,436175,B,138500,114800
2136,93000610,436235,S,142700,600
2137,93000620,206623,C,150200,1000
2138,93000620,236261,C,149900,100
2139,93000620,436277,B,141500,15000
2140,93000620,436326,B,140000,100
2141,93000620,436328,B,140200,200
2142,93000620,436348,B,140200,2700
2143,93000620,436349,B,130000,300
2144,93000620,436368,B,137000,200
2145,93000620,436541,B,140500,1000
2146,93000620,436591,B,140600,100
2147,93000620,436609,B,141500,200
2148,93000620,436676,B,138000,2000
2149,93000620,436710,B,125000,200
2150,93000620,436745,B,139000,1000
2151,93000620,436773,B,140100,400
2152,93000620,436818,B,141400,3200
2153,93000620,436866,B,140700,5000
2154,93000620,436939,B,140100,300
2155,93000620,436949,S,163200,2000
2156,93000620,437013,S,163200,12100
2157,93000620,437037,B,140000,2000
2158,93000620,437047,B,142800,100
2159,93000620,437079,S,139800,2000
2160,93000620,437106,S,139000,100
2161,93000630,242382,C,149800,700
2162,93000630,426279,C,140000,500
2163,93000630,437298,S,156000,100
2164,93000630,437304,B,140100,3600
2165,93000630,437364,B,140000,1000
2166,93000630,437414,B,140600,3000
2167,93000630,437421,B,140000,600
2168,93000630,437432,B,139500,300
2169,93000630,437550,B,140000,500
2170,93000630,437566,B,140000,1000
2171,93000630,437610,B,142100,14000
2172,93000630,437642,B,140000,1000
2173,93000630,437657,B,150000,200
2174,93000630,437696,B,143000,200
2175,93000630,437724,B,140000,1600
2176,93000630,437780,B,140000,200
2177,93000630,437782,B,136100,100
2178,93000630,437796,B,140300,1200
2179,93000630,437867,B,131000,200
2180,93000640,171842,C,150500,1500
2181,93000640,268497,C,149500,2500
2182,93000640,274164,C,142800,4000
2183,93000640,437951,B,138000,300
2184,93000640,438016,S,141000,200
2185,93000640,438059,B,141000,100
2186,93000640,438141,S,150000,1000
2187,93000640,438213,S,151200,300
2188,93000640,438267,B,136000,100
2189,93000640,438299,B,136000,500
2190,93000640,438310,B,140600,1000
2191,93000640,438343,B,143600,1200
2192,93000640,438349,S,141000,200
2193,93000640,438376,S,139500,100
2194,93000640,438496,S,139900,5000
2195,93000640,438508,B,140000,100
2196,93000640,438611,B,140100,2000
2197,93000640,438617,B,137000,100
2198,93000640,438660,B,138800,5000
2199,93000640,438712,B,138300,100
2200,93000640,438745,S,139900,200
2201,93000640,438875,B,140200,500
2202,93000640,438996,B,140300,2300
2203,93000640,439028,B,140300,400
2204,93000640,439031,S,139900,1600
2205,93000640,439034,B,140000,600
2206,93000640,439066,B,136600,400
2207,93000650,439104,S,139500,200
2208,93000650,439118,B,139900,300
2209,93000650,439156,B,140000,5000
2210,93000650,439167,S,150000,5000
2211,93000650,439192,B,140000,800
2212,93000650,439193,B,139300,1000
2213,93000650,439220,B,142400,400
2214,93000650,439413,S,144500,500
2215,93000650,439457,B,139000,300
2216,93000650,439465,S,144900,200
2217,93000650,439527,B,132000,200
2218,93000650,439545,B,136000,1000
2219,93000650,439547,B,144000,8100
2220,93000650,439565,B,140000,100
2221,93000650,439572,B,140400,200
2222,93000650,439598,B,140000,3000
2223,93000650,439600,B,140200,4700
2224,93000650,439601,B,140100,100
2225,93000660,439034,C,140000,600
2226,93000660,439632,B,140000,200
2227,93000660,439672,B,141100,2000
2228,93000660,439703,B,140400,100
2229,93000660,439737,B,140000,2700
2230,93000660,439737,C,140000,2700
2231,93000660,439766,B,138800,500
2232,93000660,439777,B,140200,100
2233,93000660,439862,B,126000,3000
2234,93000660,439958,B,141000,100
2235,93000660,440022,B,163200,1000
2236,93000660,440031,B,140000,400
2237,93000660,440195,B,138600,1000
2238,93000660,440215,B,140000,1000
2239,93000660,440237,B,145000,56700
2240,93000660,440242,B,140700,1200
2241,93000660,440309,B,140000,100
2242,93000660,440337,B,140000,200
2243,93000660,440412,B,140000,1400
2244,93000660,440413,B,140000,100
2245,93000670,440558,B,140000,200
2246,93000670,440580,B,140300,900
2247,93000670,440585,S,163200,10100
2248,93000670,440598,S,160000,300
2249,93000670,440609,B,139400,1300
2250,93000670,440794,B,140000,1000
2251,93000670,440807,B,134000,3000
2252,93000670,440810,B,139500,500
2253,93000670,440811,B,141000,800
2254,93000670,440822,B,142300,200
2255,93000670,440894,B,140000,2000
2256,93000670,440962,S,139900,100
2257,93000670,441054,S,139800,300
2258,93000670,441091,B,140000,200
2259,93000670,441199,B,134100,1000
2260,93000670,441203,B,128200,1900
2261,93000670,441217,S,153000,2400
2262,93000680,206716,C,149800,9800
2263,93000680,254302,C,149500,500
2264,93000680,270360,C,144000,500
2265,93000680,441220,B,140500,1700
2266,93000680,441305,B,136600,3100
2267,93000680,441380,S,139800,2000
2268,93000680,441448,B,140000,1400
2269,93000680,441519,B,138100,1400
2270,93000680,441593,B,138800,1100
2271,93000680,441681,B,140100,400
2272,93000680,441835,B,136100,500
2273,93000680,441868,B,140000,500
2274,93000680,441878,B,140400,400
2275,93000680,441997,S,154600,300
2276,93000690,442107,S,150000,7100
2277,93000690,442111,B,141100,7000
2278,93000690,442171,B,129600,600
2279,93000690,442288,B,140100,600
2280,93000690,442330,B,140500,600
2281,93000690,442331,B,140000,100
2282,93000690,442360,S,142800,300
2283,93000690,442374,B,136100,400
2284,93000690,442398,B,145000,2000
2285,93000690,442470,B,160000,2500
2286,93000690,442534,B,139000,500
2287,93000690,442565,B,137100,100
2288,93000690,442573,B,139900,400
2289,93000690,442644,S,149400,14800
2290,93000690,442669,B,142100,800
2291,93000690,442684,B,142700,7200
2292,93000690,442712,B,140800,700
2293,93000690,442771,S,150000,3200
2294,93000690,442792,B,140900,100
2295,93000690,442802,S,139800,8000
2296,93000690,442974,B,139100,5000
2297,93000700,162609,C,136000,300
2298,93000700,443084,B,133500,3000
2299,93000700,443085,B,140300,200
2300,93000700,443105,B,139100,100
2301,93000700,443167,B,140000,1500
2302,93000700,443172,B,132100,800
2303,93000700,443271,B,141000,200
2304,93000700,443328,B,138900,100
2305,93000700,443344,B,140000,200
2306,93000700,443412,B,140700,300
2307,93000700,443419,B,140000,200
2308,93000700,443518,B,140400,200
2309,93000700,443525,B,140800,1000
2310,93000700,443563,B,143000,2900
2311,93000700,443654,B,140100,500
2312,93000710,12655,C,156000,200
2313,93000710,443873,B,140000,500
2314,93000710,443966,B,141000,3000
2315,93000710,443996,B,140000,100
2316,93000710,444059,B,140200,1000
2317,93000710,444118,B,0,300
2318,93000710,444168,B,139800,100
2319,93000710,444180,B,134000,100
2320,93000710,444188,B,140000,1000
2321,93000710,444212,B,140200,3100
2322,93000710,444215,B,140800,100
2323,93000710,444267,S,140000,500
2324,93000710,444303,B,138000,700
2325,93000710,444374,B,140400,400
2326,93000710,444391,B,143000,1500
2327,93000710,444515,B,138000,200
2328,93000710,444544,B,140000,100
2329,93000710,444547,B,140300,300
2330,93000710,444616,S,139900,1900
2331,93000710,444636,B,140000,1000
2332,93000710,444662,S,139900,100
2333,93000710,444673,B,140000,1000
2334,93000710,444687,S,139800,1000
2335,93000720,444705,B,140000,2200
2336,93000720,444725,B,140400,100
2337,93000720,444754,B,135000,500
2338,93000720,444784,B,140000,200
2339,93000720,444850,B,141000,500
2340,93000720,444871,B,140000,2900
2341,93000720,444946,B,140100,400
2342,93000720,445002,S,139900,4000
2343,93000720,445017,B,140000,2500
2344,93000720,445104,B,120000,500
2345,93000720,445161,B,141000,200
2346,93000720,445432,B,147000,2000
2347,93000730,413053,C,140000,100
2348,93000730,445574,B,140000,4000
2349,93000730,445602,B,163200,300
2350,93000730,445662,B,141000,100
2351,93000730,445713,B,140000,1200
2352,93000730,445736,B,139100,300
2353,93000730,445857,B,138500,100
2354,93000730,445873,B,140000,300
2355,93000730,445890,B,140900,15000
2356,93000730,445922,B,140000,500
2357,93000730,445963,S,139700,800
2358,93000730,446108,B,140100,4500
2359,93000730,446148,S,146100,100
2360,93000730,446183,S,130000,200
2361,93000740,446396,B,140000,500
2362,93000740,446397,B,140000,1000
2363,93000740,446401,B,140000,200
2364,93000740,446434,B,140000,5000
2365,93000740,446435,S,143000,200
2366,93000740,446530,B,142700,700
2367,93000740,446554,B,140500,1000
2368,93000740,446590,S,139900,100
2369,93000740,446593,S,140600,5000
2370,93000740,446660,B,140000,2000
2371,93000740,446814,B,140000,100
2372,93000740,446815,S,159900,300
2373,93000750,446953,S,140000,200
2374,93000750,446974,B,140300,100
2375,93000750,447017,B,140000,300
2376,93000750,447063,B,139100,1000
2377,93000750,447084,B,138800,1000
2378,93000750,447087,S,139600,1000
2379,93000750,447109,B,142700,100
2380,93000750,447154,B,140100,600
2381,93000750,447163,B,141000,1900
2382,93000750,447204,B,140000,1500
2383,93000750,447207,B,140400,300
2384,93000750,447250,B,128100,2600
2385,93000750,447271,S,139900,300
2386,93000750,447285,B,140000,500
2387,93000760,177121,C,155000,30000
2388,93000760,447507,B,140000,8000
2389,93000760,447540,S,156000,900
2390,93000760,447556,S,153800,1000
2391,93000760,447567,B,130800,2000
2392,93000760,447575,B,140500,600
2393,93000760,447577,B,140300,100
2394,93000760,447589,B,128800,600
2395,93000760,447742,B,130000,1000
2396,93000760,447761,B,140400,200
2397,93000760,447815,B,141500,2100
2398,93000760,447929,B,138000,500
2399,93000760,447947,B,140100,300
2400,93000760,448063,B,138000,2600
2401,93000760,448092,B,140000,300
2402,93000760,448122,B,140000,100
2403,93000760,448224,B,140100,800
2404,93000760,448237,B,140000,2000
2405,93000760,448292,B,140000,600
2406,93000760,448374,B,133900,700
2407,93000760,448425,B,140200,300
2408,93000770,448581,B,140000,500
2409,93000770,448595,B,135000,500
2410,93000770,448698,B,140100,2000
2411,93000770,448738,B,134900,500
2412,93000770,448747,B,135000,1000
2413,93000770,448763,B,140100,400
2414,93000770,448769,B,145600,600
2415,93000770,448841,B,129000,100
2416,93000770,448883,B,140500,400
2417,93000770,448884,B,140400,1000
2418,93000770,448900,B,140500,2000
2419,93000770,448901,S,139800,1000
2420,93000770,448975,B,138600,2200
2421,93000770,448994,B,142000,100
2422,93000770,449102,S,159400,500
2423,93000770,449136,B,160000,300
2424,93000770,449172,B,141000,2200
2425,93000770,449192,B,141000,3900
2426,93000770,449279,B,140100,3000
2427,93000780,163434,C,150500,100
2428,93000780,449400,B,140000,10000
2429,93000780,449554,B,140400,1500
2430,93000780,449611,B,140000,500
2431,93000780,449684,B,135000,200
2432,93000780,449758,B,140000,300
2433,93000780,449833,B,124900,1000
2434,93000780,449834,B,140100,1000
2435,93000780,449904,B,140000,200
2436,93000780,449952,B,138800,100
2437,93000780,449982,B,142700,6000
2438,93000790,450029,B,140000,200
2439,93000790,450087,S,139300,5400
2440,93000790,450128,S,139900,900
2441,93000790,450136,B,139900,1000
2442,93000790,450173,B,133000,200
2443,93000790,450181,B,131000,500
2444,93000790,450219,B,140000,100
2445,93000790,450229,B,140500,900
2446,93000790,450259,B,140900,2500
2447,93000790,450309,B,142700,400
2448,93000790,450339,B,137000,1500
2449,93000790,450350,B,140500,300
2450,93000790,450393,B,139100,1700
2451,93000790,450408,S,138800,23500
2452,93000790,450491,B,140100,500
2453,93000790,450507,B,140000,100
2454,93000790,450639,S,138800,48500
2455,93000800,450672,B,141300,400
2456,93000800,450690,B,149000,600
2457,93000800,450729,B,163200,100
2458,93000800,450761,B,124800,200
2459,93000800,450815,B,140000,2000
2460,93000800,450818,B,141700,3000
2461,93000800,450835,S,149700,6000
2462,93000800,450857,B,140800,800
2463,93000800,451065,B,0,2000
2464,93000800,451083,B,150000,300
2465,93000800,451115,B,136800,600
2466,93000800,451187,B,139100,1700
2467,93000800,451216,B,138600,200
2468,93000800,451223,B,140100,100
2469,93000800,451274,B,138100,6800
2470,93000800,451298,B,130100,200
2471,93000810,451325,B,140100,2200
2472,93000810,451364,S,140200,2400
2473,93000810,451385,S,129400,100
2474,93000810,451400,S,139900,600
2475,93000810,451440,B,139100,100
2476,93000810,451497,B,141500,300
2477,93000810,451534,S,163000,84500
2478,93000810,451536,S,140000,200
2479,93000810,451698,B,125000,2000
2480,93000810,451716,B,130000,400
2481,93000810,451720,B,140100,100
2482,93000810,451757,S,139900,3200
2483,93000810,451869,B,138500,200
2484,93000810,451873,B,141700,100
2485,93000810,451876,B,140000,500
2486,93000810,451900,B,136000,500
2487,93000810,451910,B,140000,200
2488,93000810,451931,B,115900,1300
2489,93000810,452006,B,140900,100
2490,93000810,452024,B,140200,500
2491,93000810,452031,B,140200,500
2492,93000810,452063,B,139100,1200
2493,93000820,452066,B,141100,600
2494,93000820,452087,B,140000,2000
2495,93000820,452123,B,131800,600
2496,93000820,452157,B,141400,200
2497,93000820,452158,B,142800,700
2498,93000820,452229,S,142800,200
2499,93000820,452332,B,145600,300
2500,93000820,452350,B,138000,10000
2501,93000820,452361,B,141000,300
2502,93000820,452394,B,139100,200
2503,93000820,452397,B,140000,3000
2504,93000820,452416,B,139900,1000
2505,93000820,452461,B,140000,1000
2506,93000820,452483,B,139200,2600
2507,93000820,452605,B,163200,1400
2508,93000820,452749,B,140600,200
2509,93000830,238463,C,149900,700
2510,93000830,444212,C,140200,3100
2511,93000830,447929,C,138000,500
2512,93000830,452801,B,140000,200
2513,93000830,452811,B,138300,400
2514,93000830,452812,B,140000,800
2515,93000830,452992,B,139000,100
2516,93000830,453000,B,130900,1000
2517,93000830,453121,B,140400,300
2518,93000830,453169,B,140400,1000
2519,93000830,453179,B,141800,100
2520,93000830,453197,B,141000,500
2521,93000830,453210,B,163200,300
2522,93000830,453262,B,150000,100
2523,93000830,453282,B,140000,300
2524,93000830,453369,B,135000,2000
2525,93000830,453381,B,138000,2000
2526,93000830,453383,B,139900,1200
2527,93000830,453453,B,131100,10000
2528,93000830,453458,B,140100,1000
2529,93000840,453637,B,139000,1000
2530,93000840,453651,B,140400,1000
2531,93000840,453709,B,140200,300
2532,93000840,453721,B,140100,100
2533,93000840,453726,B,141000,200
2534,93000840,453800,B,140400,200
2535,93000840,453841,S,135400,1300
2536,93000840,453844,S,163200,500
2537,93000840,453870,S,140000,5000
2538,93000840,453886,S,139000,1500
2539,93000840,453900,S,147000,300
2540,93000840,454010,B,139200,7400
2541,93000840,454058,B,138100,2100
2542,93000840,454081,B,140000,1000
2543,93000840,454096,B,140400,100
2544,93000840,454126,B,141400,300
2545,93000840,454207,B,140000,5000
2546,93000840,454211,S,160000,1300
2547,93000850,79861,C,136000,400
2548,93000850,222215,C,150000,5000
2549,93000850,454259,B,132000,2000
2550,93000850,454260,B,135000,500
2551,93000850,454311,B,136600,200
2552,93000850,454529,B,140600,300
2553,93000850,454581,B,140600,800
2554,93000850,454582,B,142000,3800
2555,93000850,454594,B,140000,900
2556,93000850,454611,B,136000,600
2557,93000850,454657,S,140500,5000
2558,93000850,454734,B,131700,1000
2559,93000850,454802,S,139900,200
2560,93000860,137751,C,160800,2000
2561,93000860,283846,C,145000,4000
2562,93000860,454936,B,141000,700
2563,93000860,454944,B,163200,1300
2564,93000860,454951,S,139500,1000
2565,93000860,455008,B,142000,300
2566,93000860,455069,B,140100,5200
2567,93000860,455070,B,140200,800
2568,93000860,455094,S,139900,1000
2569,93000860,455112,B,140500,4700
2570,93000860,455121,B,140700,200
2571,93000860,455258,B,163200,100
2572,93000860,455271,S,162700,1000
2573,93000860,455360,B,141000,400
2574,93000860,455387,B,136600,500
2575,93000860,455404,B,140100,100
2576,93000860,455489,B,142700,3500
2577,93000870,455553,B,140400,200
2578,93000870,455633,S,139300,7500
2579,93000870,455748,B,125000,300
2580,93000870,455819,B,136000,1000
2581,93000870,455834,B,135300,500
2582,93000870,455929,B,141000,3000
2583,93000870,456007,S,149300,500
2584,93000870,456061,B,139000,500
2585,93000880,163236,C,128300,5000
2586,93000880,243574,C,136000,100
2587,93000880,387335,C,136000,100
2588,93000880,456081,B,135000,200
2589,93000880,456093,B,133500,1500
2590,93000880,456165,B,140000,500
2591,93000880,456182,S,140000,500
2592,93000880,456193,B,140500,500
2593,93000880,456247,B,140000,6000
2594,93000880,456264,B,144000,1300
2595,93000880,456283,B,131400,2000
2596,93000880,456319,B,141800,1200
2597,93000880,456385,B,132900,1000
2598,93000880,456450,B,142100,1000
2599,93000880,456470,B,140000,600
2600,93000880,456559,B,140000,1000
2601,93000880,456590,B,140800,7800
2602,93000880,456636,B,136300,600
2603,93000880,456668,B,139600,100
2604,93000880,456749,B,139000,200
2605,93000880,456753,B,125300,3000
2606,93000880,456761,B,140000,500
2607,93000880,456767,B,140300,100
2608,93000880,456790,B,140000,1000
2609,93000890,456853,B,142000,800
2610,93000890,456883,B,140100,1000
2611,93000890,456952,B,141100,100
2612,93000890,456975,B,140000,1000
2613,93000890,456977,B,140000,300
2614,93000890,456986,B,139900,700
2615,93000890,457001,B,140400,2000
2616,93000890,457009,B,140000,400
2617,93000890,457014,B,141200,500
2618,93000890,457031,S,140100,500
2619,93000890,457059,B,140000,500
2620,93000890,457079,B,140800,100
2621,93000890,457125,S,139800,400
2622,93000890,457195,S,139800,1000
2623,93000890,457203,S,139800,4800
2624,93000890,457233,B,124200,1000
2625,93000890,457261,B,142700,500
2626,93000890,457417,B,143000,1100
2627,93000890,457439,S,162600,5000
2628,93000890,457451,B,140000,400
2629,93000890,457471,B,133300,1000
2630,93000890,457669,B,138500,3000
2631,93000890,457674,S,142900,4000
2632,93000890,457677,B,140000,100
2633,93000890,457728,B,130000,100
2634,93000890,457812,B,135000,200
2635,93000890,457877,B,141400,800
2636,93000890,457881,B,140100,1100
2637,93000890,457884,B,140400,4000
2638,93000900,213821,C,149900,52800
2639,93000900,254629,C,145000,500
2640,93000900,380797,C,108800,1100
2641,93000900,457909,S,139000,1000
2642,93000900,457970,B,140300,800
2643,93000900,458072,B,140100,1700
2644,93000900,458082,B,142000,400
2645,93000900,458123,B,140000,500
2646,93000900,458197,B,140000,100
2647,93000900,458199,S,139800,300
2648,93000900,458272,S,140000,200
2649,93000900,458340,B,131000,2000
2650,93000900,458431,B,140200,1200
2651,93000900,458446,B,140000,1600
2652,93000900,458468,B,140000,400
2653,93000900,458486,B,140200,700
2654,93000900,458502,B,140700,2000
2655,93000900,458566,B,136600,2000
2656,93000900,458576,B,140000,100
2657,93000900,458640,S,162000,2000
2658,93000900,458698,B,140000,600
2659,93000900,458782,S,150000,700
2660,93000900,458801,B,140000,100
2661,93000910,458864,B,140400,2400
2662,93000910,458867,S,139100,1700
2663,93000910,458922,S,140000,100
2664,93000910,458954,S,152000,500
2665,93000910,458966,B,140000,200
2666,93000910,459021,B,128000,4000
2667,93000910,459031,B,131900,1000
2668,93000910,459123,B,141500,200
2669,93000910,459154,S,163100,1500
2670,93000910,459211,B,136900,200
2671,93000910,459248,B,119000,8700
2672,93000910,459496,B,140300,200
2673,93000910,459497,B,140200,300
2674,93000910,459612,B,140000,100
2675,93000910,459636,B,140100,200
2676,93000910,459690,B,140300,200
2677,93000910,459691,B,140000,300
2678,93000910,459698,B,131300,1800
2679,93000910,459763,B,139700,1600
2680,93000920,428032,C,137000,800
2681,93000920,459772,B,130500,1000
2682,93000920,459774,B,133000,1000
2683,93000920,459802,B,136600,400
2684,93000920,459819,B,140100,7100
2685,93000920,459830,S,139900,1000
2686,93000920,459887,B,140000,100
2687,93000920,459902,B,138300,300
2688,93000920,459950,B,140000,500
2689,93000920,459972,B,140000,2800
2690,93000920,460120,S,159900,2250
2691,93000920,460156,B,136300,700
2692,93000920,460194,B,140200,200
2693,93000920,460280,S,139500,1900
2694,93000920,460286,B,140800,2000
2695,93000920,460288,B,140600,100
2696,93000920,460304,B,139200,4700
2697,93000920,460383,B,138600,400
2698,93000920,460418,B,140000,2000
2699,93000920,460459,B,136000,1500
2700,93000920,460494,B,136500,300
2701,93000920,460556,B,140100,3000
2702,93000920,460584,B,140200,200
2703,93000920,460616,S,162800,2000
2704,93000920,460669,B,142500,1500
2705,93000920,460711,B,140000,100
2706,93000920,460714,B,139900,5000
2707,93000930,460769,B,140000,800
2708,93000930,460816,S,139900,200
2709,93000930,460863,B,140100,200
2710,93000930,460877,B,140000,100
2711,93000930,460887,S,136000,100
2712,93000930,461013,B,140200,300
2713,93000930,461050,B,140100,1000
2714,93000930,461059,B,138600,400
2715,93000930,461174,B,140900,1000
2716,93000930,461261,B,140400,100
2717,93000930,461278,B,140200,300
2718,93000930,461286,B,140100,200
2719,93000930,461293,S,140000,200
2720,93000930,461310,B,140000,200
2721,93000930,461320,B,138200,800
2722,93000930,461340,B,140500,300
2723,93000930,461342,B,140000,100
2724,93000930,461348,B,140500,500
2725,93000930,461391,B,131000,1000
2726,93000930,461418,B,137200,600
2727,93000930,461457,B,140200,400
2728,93000930,461479,B,140100,300
2729,93000930,461522,B,142100,3000
2730,93000930,461540,B,134000,3000
2731,93000940,461604,B,140000,100
2732,93000940,461649,B,140000,400
2733,93000940,461690,B,142600,200
2734,93000940,461752,B,135000,100
2735,93000940,461769,B,163200,100
2736,93000940,461812,S,162800,2000
2737,93000940,461842,B,140100,100
2738,93000940,461866,B,138100,1500
2739,93000940,461871,B,139900,100
2740,93000940,461879,B,140100,2300
2741,93000940,461882,B,140400,700
2742,93000940,461917,S,139900,1000
2743,93000940,461962,B,140000,100
2744,93000940,461999,B,150000,300
2745,93000940,462077,B,140000,500
2746,93000950,258497,C,149100,1600
2747,93000950,462119,B,140100,1000
2748,93000950,462146,B,140000,5000
2749,93000950,462173,B,142000,2000
2750,93000950,462178,B,150000,200
2751,93000950,462216,B,130000,200
2752,93000950,462261,B,142700,1800
2753,93000950,462268,S,139900,300
2754,93000950,462282,B,140000,1100
2755,93000950,462296,B,129900,500
2756,93000950,462308,B,140000,1200
2757,93000950,462323,B,140000,1000
2758,93000950,462356,B,140400,700
2759,93000950,462569,B,140000,500
2760,93000950,462609,B,140000,4000
2761,93000950,462615,B,140000,2000
2762,93000950,462697,B,140000,300
2763,93000950,462698,B,140000,800
2764,93000950,462730,B,163200,200
2765,93000950,462807,B,141000,300
2766,93000950,462832,B,140100,300
2767,93000950,462912,B,140900,600
2768,93000960,71948,C,130100,500
2769,93000960,462965,B,140400,1000
2770,93000960,462990,B,143000,300
2771,93000960,463038,B,140400,700
2772,93000960,463047,B,140000,3300
2773,93000960,463189,B,140400,400
2774,93000960,463372,B,143000,5000
2775,93000960,463374,B,140000,1900
2776,93000960,463393,B,140400,900
2777,93000960,463410,B,140000,800
2778,93000960,463412,B,142000,7000
2779,93000960,463435,B,140000,2200
2780,93000960,463460,B,135000,500
2781,93000960,463522,B,140200,700
2782,93000960,463525,B,142000,700
2783,93000960,463547,B,140000,500
2784,93000960,463578,B,130000,1000
2785,93000960,463583,B,140900,500
2786,93000960,463608,B,140200,300
2787,93000960,463616,B,136300,100
2788,93000960,463669,B,140300,200
2789,93000960,463693,B,140100,700
2790,93000960,463730,B,132000,1100
2791,93000960,463783,B,119000,200
2792,93000970,463862,B,140000,6300
2793,93000970,463887,S,139800,3300
2794,93000970,463893,B,136000,200
2795,93000970,463989,B,140400,300
2796,93000970,464044,B,140200,200
2797,93000970,464120,B,140000,200
2798,93000970,464123,B,142600,400
2799,93000970,464137,B,140400,900
2800,93000970,464154,B,142800,900
2801,93000970,464192,B,139300,500
2802,93000970,464292,B,137000,500
2803,93000970,464296,S,163200,300
2804,93000970,464359,B,141300,700
2805,93000970,464422,B,142100,600
2806,93000970,464529,B,141600,500
2807,93000970,464532,B,142600,6000
2808,93000980,464610,B,136100,15200
2809,93000980,464613,B,141600,100
2810,93000980,464634,B,141200,1100
2811,93000980,464665,B,132600,10000
2812,93000980,464681,S,139700,1000
2813,93000980,464688,S,144900,2600
2814,93000980,464769,B,138800,300
2815,93000980,464780,B,140000,1200
2816,93000980,464857,B,142600,200
2817,93000980,464904,B,131500,400
2818,93000980,464975,B,139900,1000
2819,93000980,464998,B,140500,2500
2820,93000980,465016,B,137300,1200
2821,93000980,465018,B,140000,600
2822,93000980,465058,B,139600,700
2823,93000980,465120,B,140400,4600
2824,93000980,465228,B,141800,1400
2825,93000980,465257,S,139800,1300
2826,93000980,465306,B,140100,500
2827,93000980,465307,B,140100,7700
2828,93000980,465324,B,140400,300
2829,93000990,465337,B,140200,500
2830,93000990,465387,B,140600,300
2831,93000990,465406,B,140200,100
2832,93000990,465425,S,139900,400
2833,93000990,465433,B,140600,100
2834,93000990,465443,B,141000,100
2835,93000990,465444,B,140400,200
2836,93000990,465493,B,138500,2600
2837,93000990,465495,B,141000,100
2838,93000990,465584,B,140000,1600
2839,93000990,465585,B,140500,35600
2840,93000990,465595,S,139200,7800
2841,93000990,465607,B,139900,300
2842,93000990,465629,B,140200,2200
2843,93000990,465636,B,136500,1000
2844,93000990,465641,B,140500,100
2845,93000990,465650,B,140000,6200
2846,93000990,465812,B,132800,200
2847,93000990,465871,B,140000,900
2848,93000990,465920,B,133000,200
2849,93000990,466029,B,140100,1300
2850,93000990,466067,B,141000,700
2851,93000990,466161,B,140000,100
2852,93001000,466180,B,140700,2100
2853,93001000,466203,B,138800,500
2854,93001000,466244,S,139800,800
2855,93001000,466422,B,143000,3000
