fips,cases,deaths,date
40117,4.563006187061793,2.845098040014257,2022-01-26
40119,5.201970342349048,3.1271047983648073,2022-01-26
40121,4.972387999107473,3.2624510897304293,2022-01-26
40123,5.009960531470598,3.045322978786657,2022-01-26
40125,5.262806923000563,3.3654879848908994,2022-01-26
40127,4.357934847000454,2.6232492903979003,2022-01-26
40129,3.9057958803678683,2.113943352306837,2022-01-26
40131,5.348207476685626,3.514547752660286,2022-01-26
40133,4.7281101841003395,3.0334237554869494,2022-01-26
40135,4.96350449941429,2.9731278535996983,2022-01-26
40137,4.986323777050765,3.214843848047698,2022-01-26
40139,4.740993931584886,2.662757831681574,2022-01-26
40141,4.13640344813399,2.4771212547196626,2022-01-26
40143,6.17648484098908,4.27415784926368,2022-01-26
40145,5.2842953482305255,3.374748346010104,2022-01-26
40147,5.037983949447127,3.3463529744506384,2022-01-26
40149,4.37254380075907,2.57978359661681,2022-01-26
40151,4.318272080211626,2.4771212547196626,2022-01-26
40153,4.672467313068082,2.7781512503836434,2022-01-26
41001,4.454234895748265,2.6127838567197355,2022-01-26
41003,5.0891276290442775,2.6989700043360187,2022-01-26
41005,5.719521870600759,3.6766936096248664,2022-01-26
41007,4.587486465410963,2.568201724066995,2022-01-26
41009,4.8009918612601705,2.832508912706236,2022-01-26
41011,4.954531942626914,3.1139433523068365,2022-01-26
41013,4.702344358355768,2.7923916894982534,2022-01-26
41015,4.435844365984441,2.6127838567197355,2022-01-26
41017,5.60179933643453,3.363611979892144,2022-01-26
41019,5.231240148945075,3.518513939877887,2022-01-26
41021,3.394451680826216,1.6020599913279623,2022-01-26
41023,4.161966616364074,2.2552725051033056,2022-01-26
41025,4.1328997699444825,2.5440680443502757,2022-01-26
41027,4.482158695411276,2.6020599913279625,2022-01-26
41029,5.56437012251532,3.6304278750250236,2022-01-26
41031,4.79657433321043,2.851258348719075,2022-01-26
41033,5.142983554922818,3.4712917110589383,2022-01-26
41035,5.079868335175173,3.2576785748691846,2022-01-26
41037,4.086715663944882,2.361727836017593,2022-01-26
41039,5.673849977342949,3.60422605308447,2022-01-26
41041,4.751971574736327,2.8061799739838866,2022-01-26
41043,5.342876478791114,3.3463529744506384,2022-01-26
41045,4.869525062857226,2.9867717342662448,2022-01-26
41047,5.771624221669053,3.763427993562937,2022-01-26
41049,4.439016728387513,2.414973347970818,2022-01-26
41051,5.994695400523202,3.9804578922760996,2022-01-26
41053,5.108362034955171,3.0606978403536114,2022-01-26
41055,3.45178643552429,1.4771212547196624,2022-01-26
41057,4.48925516836926,2.732393759822968,2022-01-26
41059,5.310544628636955,3.2833012287035492,2022-01-26
41061,4.640580806489652,2.8195439355418683,2022-01-26
41063,4.0269416279590295,2.113943352306837,2022-01-26
41065,4.641077313325374,2.6989700043360187,2022-01-26
41067,5.864706825434938,3.6730209071288957,2022-01-26
41069,3.3159703454569174,1.4771212547196624,2022-01-26
41071,5.172456974400587,3.2405492482825995,2022-01-26
42001,5.363818737564177,3.4969296480732144,2022-01-26
42003,6.386575651439867,4.467312062980552,2022-01-26
42005,5.154089069014421,3.4742162640762553,2022-01-26
42007,5.5651509725623765,3.8215135284047728,2022-01-26
42009,5.006936451364292,3.394451680826216,2022-01-26
42011,5.988612460089808,4.164352855784436,2022-01-26
42013,5.430961453354948,3.744292983122676,2022-01-26
42015,5.132995700692264,3.2600713879850747,2022-01-26
42017,6.067368470915268,4.228913405994687,2022-01-26
42019,5.617168151973799,3.8215135284047728,2022-01-26
42021,5.501237327546432,3.8208579894396997,2022-01-26
42023,3.8645110810583914,2.2552725051033056,2022-01-26
42025,5.176612099991867,3.4099331233312946,2022-01-26
42027,5.512430894876463,3.5024271199844326,2022-01-26
42029,5.93449340127837,4.016197353512439,2022-01-26
42031,4.886885358986008,3.2648178230095364,2022-01-26
42033,5.242764977752096,3.468347330412157,2022-01-26
42035,4.918921090091335,3.0681858617461617,2022-01-26
42037,5.132867788319084,3.3242824552976926,2022-01-26
42039,5.266819454909125,3.4393326938302624,2022-01-26
42041,5.672356509525727,3.8976270912904414,2022-01-26
42043,5.746011107751925,3.926342446625655,2022-01-26
42045,6.019842969563268,4.227629649571009,2022-01-26
42047,4.815710539788963,2.9190780923760737,2022-01-26
42049,5.726898285723243,3.826722520168992,2022-01-26
42051,5.4459776293343545,3.75966784468963,2022-01-26
42053,4.316180098893453,2.5314789170422554,2022-01-26
42055,5.5748643136645395,3.7839035792727347,2022-01-26
42057,4.576226137449604,2.7558748556724915,2022-01-26
42059,4.8826383616960385,2.963787827345555,2022-01-26
42061,5.017534159437197,3.34439227368511,2022-01-26
42063,5.194153436165099,3.507855871695831,2022-01-26
42065,4.910837764992683,3.3096301674258983,2022-01-26
42067,4.639884741916304,3.2068258760318495,2022-01-26
42069,5.596201102454084,3.815577748324267,2022-01-26
42071,6.058361482893988,4.228913405994687,2022-01-26
42073,5.250005028486895,3.5693739096150456,2022-01-26
42075,5.540216818960606,3.6532125137753435,2022-01-26
42077,5.93284397479899,4.058046230395281,2022-01-26
42079,5.836292460436363,4.071145290451082,2022-01-26
42081,5.419608834908103,3.674861140737811,2022-01-26
42083,4.875755579258055,3.0899051114393976,2022-01-26
42085,5.343388897462353,3.658011396657112,2022-01-26
42087,5.043794392325779,3.4031205211758175,2022-01-26
42089,5.543459606069366,3.663700925389648,2022-01-26
42091,6.153427636331654,4.326745379565322,2022-01-26
42093,4.616055194976585,2.9190780923760737,2022-01-26
42095,5.879818146534539,3.9903388547876015,2022-01-26
42097,5.323726367155351,3.6893088591236203,2022-01-26
42099,4.914448940698554,3.217483944213906,2022-01-26
42101,6.4665221225038705,4.66133934000604,2022-01-26
42103,4.963929422026558,2.924279286061881,2022-01-26
42105,4.459995256047391,2.924279286061881,2022-01-26
42107,5.506937758291366,3.787460474518415,2022-01-26
42109,4.874365835730049,3.143014800254095,2022-01-26
42111,5.238723375395397,3.5611013836490555,2022-01-26
42113,3.9894498176666913,2.505149978319906,2022-01-26
42115,4.854791694053985,2.9956351945975497,2022-01-26
42117,4.863739107345216,3.2600713879850747,2022-01-26
42119,5.030842502824917,3.1367205671564067,2022-01-26
42121,5.020692678682027,3.3344537511509307,2022-01-26
42123,4.826334005622219,3.2855573090077734,2022-01-26
42125,5.67215329624593,3.757396028793024,2022-01-26
42127,4.971832279924925,3.1846914308175984,2022-01-26
42129,5.865832125425772,4.086003705618381,2022-01-26
42131,4.669130847373332,2.982271233039568,2022-01-26
42133,6.046854001604194,4.126131407261984,2022-01-26
44001,5.079253622430078,3.214843848047698,2022-01-26
44003,5.639067930567105,3.662757831681574,2022-01-26
44005,5.245018870737753,2.832508912706236,2022-01-26
44007,6.307855305394257,4.370513089598592,2022-01-26
44009,5.448195994641067,3.3138672203691533,2022-01-26
45001,4.77901897191487,2.7558748556724915,2022-01-26
