Achieving Robustness in Classification Using Optimal Transport With Hinge Regularization.
Coarse-To-Fine Person Re-Identification With Auxiliary-Domain Classification and Second-Order Information Bottleneck.
Contrastive Learning Based Hybrid Networks for Long-Tailed Image Classification.
Correlated Input-Dependent Label Noise in Large-Scale Image Classification.
Generative Classifiers as a Basis for Trustworthy Image Classification.
Object Classification From Randomized EEG Trials.
Towards Good Practices for Efficiently Annotating Large-Scale Image Classification Datasets.
PointGuard: Provably Robust 3D Point Cloud Classification.
Few-Shot Classification With Feature Map Reconstruction Networks.
Fair Attribute Classification Through Latent Space De-Biasing.
Permuted AdaIN: Reducing the Bias Towards Global Statistics in Image Classification.
Convolutional Dynamic Alignment Networks for Interpretable Classifications.
PML: Progressive Margin Loss for Long-Tailed Age Classification.
IIRC: Incremental Implicitly-Refined Classification.
Self-Supervised Wasserstein Pseudo-Labeling for Semi-Supervised Image Classification.
A Realistic Evaluation of Semi-Supervised Learning for Fine-Grained Classification.
Sewer-ML: A Multi-Label Sewer Defect Classification Dataset and Benchmark.
Dual-Stream Multiple Instance Learning Network for Whole Slide Image Classification With Self-Supervised Contrastive Learning.
"Generative PointNet: Deep Energy-Based Learning on Unordered Point Sets for 3D Generation, Reconstruction and Classification."
SimPLE: Similar Pseudo Label Exploitation for Semi-Supervised Classification.
Towards Robust Classification Model by Counterfactual and Invariant Data Generation.
Few-Shot Object Detection via Classification Refinement and Distractor Retreatment.
DeepI2P: Image-to-Point Cloud Registration via Deep Classification.
General Multi-Label Image Classification With Transformers.
MetaAlign: Coordinating Domain Alignment and Classification for Unsupervised Domain Adaptation.
